pdv_id,regiao,uf,municipio,tipo_estabelecimento,tier_historico,volume_q4_2024_hl,volume_q4_2025_hl,delta_volume_yoy_pct,share_ardor_pct,gasto_posm_trim_brl,visitas_promotor_mes,posm_instalado_cod,nps_dono_q4_2024,nps_dono_q4_2025,meses_no_programa,concorrentes_premium_no_pdv,evento_ativacional_2025
PDV-02607,Sul,SC,Joinville,gastrobar,B,41.2,47.1,14.3,18.9,1160.0,6,FRZ|KVI|LUM|MES,70,67,47,0,0
PDV-00870,Sudeste,ES,Vitória,restaurante,C,17.5,12.1,-30.9,9.5,801.0,4,LUM,73,64,47,3,0
PDV-03518,Nordeste,BA,Feira de Santana,bar premium,C,6.3,6.7,6.3,20.8,820.0,3,CHP,62,52,47,2,1
PDV-01205,Sudeste,SP,Campinas,bar premium,B,48.8,26.5,-45.7,19.4,979.0,3,KVI|LUM|MES,59,43,47,4,0
PDV-01361,Sudeste,RJ,Petrópolis,gastrobar,A,50.1,42.4,-15.4,32.7,2723.0,6,BAL|CHP|FRZ|KVI|LUM|MES,57,41,47,1,0
PDV-01682,Sudeste,SP,Santos,gastrobar,A,137.5,103.3,-24.9,30.6,2603.0,7,BAL|CHP|FRZ|KVI|MES,56,39,10,2,0
PDV-00499,Sudeste,SP,Santos,bar premium,B,31.8,24.7,-22.3,26.6,1188.0,5,FRZ|KVI|LUM|MES,70,52,47,3,0
PDV-01839,Sudeste,SP,São José dos Campos,rooftop,C,9.9,8.6,-13.1,21.0,676.0,1,FRZ,69,54,29,1,1
PDV-00958,Sudeste,MG,Uberlândia,restaurante,A,97.0,83.3,-14.1,24.1,2055.0,6,FRZ|LUM|MES,39,28,47,0,1
PDV-01709,Sudeste,SP,São Paulo,gastrobar,C,11.4,8.8,-22.8,13.5,618.0,4,MES,65,64,11,2,0
PDV-03025,Centro-Oeste,MT,Cuiabá,bar premium,B,37.8,25.8,-31.7,24.1,1124.0,4,BAL|LUM,54,32,47,3,1
PDV-00583,Sudeste,RJ,Petrópolis,bar premium,C,7.5,4.4,-41.3,8.9,596.0,4,FRZ|KVI|LUM,59,46,6,3,0
PDV-01897,Sudeste,SP,Ribeirão Preto,restaurante,A,202.7,132.8,-34.5,26.4,2201.0,4,BAL|CHP|FRZ|MES,51,41,47,3,0
PDV-03311,Centro-Oeste,DF,Brasília,bar premium,C,11.5,11.5,0.0,19.8,696.0,3,BAL|FRZ|MES,52,38,47,0,0
PDV-02508,Sul,RS,Porto Alegre,rooftop,B,30.4,29.9,-1.6,18.6,1218.0,5,KVI|LUM,61,50,47,1,0
PDV-02421,Sul,PR,Maringá,gastrobar,B,68.7,46.9,-31.7,29.3,1274.0,4,FRZ|LUM,81,59,47,3,0
PDV-02977,Centro-Oeste,MT,Cuiabá,bar premium,B,26.3,23.5,-10.6,33.9,1270.0,4,BAL|CHP|FRZ|KVI,65,58,47,1,0
PDV-02711,Sul,RS,Pelotas,gastrobar,A,61.6,45.2,-26.6,28.3,1956.0,6,BAL|CHP|FRZ|LUM|MES,63,47,47,3,0
PDV-01057,Sudeste,RJ,Petrópolis,restaurante,A,141.2,122.2,-13.5,28.6,2076.0,6,BAL|KVI|LUM|MES,57,58,34,0,0
PDV-00631,Sudeste,RJ,Niterói,gastrobar,C,10.6,7.8,-26.4,12.6,702.0,3,KVI|LUM|MES,51,35,40,3,1
PDV-01924,Sudeste,SP,São José dos Campos,bar premium,C,13.7,9.3,-32.1,11.7,712.0,6,BAL|CHP|MES,65,51,47,3,0
PDV-01902,Sudeste,SP,Santos,pub,C,9.6,7.6,-20.8,19.6,674.0,4,CHP|LUM,80,78,47,0,0
PDV-01399,Sudeste,RJ,Rio de Janeiro,bar premium,A,86.8,50.9,-41.4,36.0,2639.0,5,BAL|CHP|FRZ|KVI|LUM,51,46,27,4,1
PDV-03139,Centro-Oeste,DF,Brasília,gastrobar,C,11.5,7.4,-35.7,3.0,597.0,5,BAL|FRZ|LUM,86,67,47,3,0
PDV-03368,Centro-Oeste,GO,Anápolis,bar premium,C,9.7,8.9,-8.2,21.8,555.0,2,BAL|MES,68,60,9,1,0
PDV-03701,Nordeste,BA,Salvador,pub,B,28.7,30.4,5.9,23.6,1207.0,4,CHP|KVI|LUM|MES,67,63,20,0,0
PDV-00896,Sudeste,SP,São Paulo,restaurante,A,70.4,53.6,-23.9,30.8,2588.0,6,FRZ|LUM|MES,61,45,11,2,1
PDV-00602,Sudeste,SP,Ribeirão Preto,bar premium,A,50.6,44.9,-11.3,33.8,2503.0,8,CHP|FRZ|KVI|LUM|MES,59,49,47,1,0
PDV-00191,Sudeste,SP,São José dos Campos,rooftop,C,15.4,15.3,-0.6,14.5,568.0,3,BAL|CHP|FRZ,74,64,9,0,1
PDV-02725,Sul,PR,Londrina,rooftop,A,211.0,225.5,6.9,30.3,2473.0,6,BAL|LUM|MES,72,67,14,1,0
PDV-02112,Sul,SC,Balneário Camboriú,choperia,A,135.1,68.2,-49.5,34.6,2513.0,5,BAL|CHP|KVI|LUM|MES,62,47,47,4,0
PDV-02479,Sul,PR,Curitiba,bar premium,A,68.5,60.2,-12.1,30.2,2405.0,5,BAL|KVI|LUM,57,42,47,1,1
PDV-03728,Nordeste,PE,Olinda,pub,C,20.1,23.5,16.9,20.3,818.0,3,CHP|FRZ|KVI,60,52,47,0,0
PDV-01376,Sudeste,MG,Uberlândia,restaurante,B,31.5,26.8,-14.9,22.5,1199.0,5,BAL|CHP|KVI|LUM,73,73,39,1,0
PDV-02611,Sul,PR,Londrina,bar premium,A,166.5,161.5,-3.0,29.0,2597.0,6,CHP|FRZ|MES,96,89,47,1,1
PDV-02937,Centro-Oeste,DF,Brasília,choperia,B,19.2,15.0,-21.9,21.1,1315.0,2,BAL|MES,78,78,47,2,0
PDV-00767,Sudeste,SP,São Paulo,pub,A,48.8,44.4,-9.0,22.1,2440.0,8,CHP|FRZ|LUM,50,52,47,2,0
PDV-01506,Sudeste,SP,São Paulo,bar premium,B,24.1,14.7,-39.0,17.1,1347.0,3,BAL|CHP|FRZ|LUM,53,48,47,4,0
PDV-01362,Sudeste,RJ,Petrópolis,pub,C,14.7,13.2,-10.2,22.9,659.0,2,BAL|LUM,61,64,47,2,1
PDV-02337,Sul,SC,Joinville,gastrobar,C,8.9,8.8,-1.1,10.2,807.0,4,KVI,59,46,27,0,0
PDV-00036,Sudeste,SP,Ribeirão Preto,choperia,B,14.2,11.6,-18.3,7.8,928.0,5,FRZ|MES,87,81,12,1,0
PDV-01668,Sudeste,RJ,Petrópolis,restaurante,B,34.8,34.9,0.3,22.3,1239.0,4,FRZ|KVI|LUM,62,51,47,1,0
PDV-01970,Sudeste,RJ,Petrópolis,restaurante,C,7.7,6.0,-22.1,21.4,838.0,3,CHP,66,50,47,2,1
PDV-01767,Sudeste,SP,Ribeirão Preto,restaurante,C,11.2,6.2,-44.6,21.6,713.0,4,CHP,57,37,47,5,0
PDV-00321,Sudeste,RJ,Niterói,choperia,A,205.1,172.6,-15.8,36.4,2585.0,7,FRZ|KVI|LUM|MES,64,50,20,1,1
PDV-03636,Nordeste,PE,Recife,gastrobar,C,4.4,5.3,20.5,17.1,789.0,3,BAL|KVI|MES,53,41,35,1,0
PDV-00154,Sudeste,RJ,Petrópolis,pub,A,87.2,76.0,-12.8,25.7,2504.0,6,BAL|CHP|FRZ|MES,37,21,47,2,1
PDV-02623,Sul,RS,Pelotas,gastrobar,C,10.9,10.4,-4.6,12.8,767.0,2,FRZ|LUM|MES,67,56,47,0,0
PDV-01443,Sudeste,RJ,Petrópolis,bar premium,B,57.1,45.8,-19.8,17.7,1109.0,4,FRZ|LUM|MES,58,57,47,1,0
PDV-03731,Nordeste,PE,Olinda,gastrobar,C,5.4,6.1,13.0,24.4,637.0,1,LUM,74,58,47,0,1
PDV-02617,Sul,RS,Caxias do Sul,bar premium,C,13.4,13.0,-3.0,11.4,616.0,3,CHP|KVI,54,50,47,1,1
PDV-02369,Sul,RS,Pelotas,choperia,C,9.2,9.0,-2.2,11.3,856.0,3,BAL,44,24,47,0,0
PDV-00184,Sudeste,RJ,Petrópolis,bar premium,B,17.2,13.9,-19.2,28.2,1118.0,3,BAL|FRZ|KVI|MES,49,41,47,1,0
PDV-00114,Sudeste,RJ,Petrópolis,restaurante,B,55.4,35.6,-35.7,14.3,1207.0,3,BAL|CHP|KVI|LUM,56,43,47,3,0
PDV-01620,Sudeste,RJ,Petrópolis,bar premium,A,63.7,36.7,-42.4,23.0,1740.0,6,BAL|CHP|FRZ|LUM,73,54,47,4,1
PDV-00884,Sudeste,SP,São Paulo,pub,A,112.2,93.8,-16.4,30.5,1885.0,6,BAL|CHP|FRZ,62,66,30,1,0
PDV-00116,Sudeste,SP,São José dos Campos,restaurante,A,135.0,115.8,-14.2,32.4,2478.0,6,CHP|KVI|LUM|MES,75,64,47,1,0
PDV-03268,Centro-Oeste,MT,Cuiabá,gastrobar,A,166.9,158.2,-5.2,29.3,2516.0,5,FRZ|KVI|LUM|MES,65,54,47,0,1
PDV-03378,Centro-Oeste,DF,Brasília,bar premium,A,65.9,59.7,-9.4,18.1,2693.0,6,BAL|FRZ|KVI,42,44,47,0,1
PDV-00881,Sudeste,MG,Uberlândia,pub,A,72.2,67.5,-6.5,32.9,2585.0,6,BAL|FRZ|KVI|MES,64,68,10,1,1
PDV-00982,Sudeste,RJ,Niterói,rooftop,C,14.1,11.9,-15.6,20.3,738.0,3,CHP|FRZ|LUM,79,78,47,1,0
PDV-03562,Nordeste,PE,Olinda,restaurante,B,15.0,16.1,7.3,28.5,1323.0,4,KVI|MES,63,64,47,1,0
PDV-01885,Sudeste,MG,Belo Horizonte,bar premium,C,8.1,8.1,0.0,18.5,728.0,3,FRZ|LUM|MES,78,73,47,1,0
PDV-02910,Centro-Oeste,MS,Campo Grande,pub,A,118.4,72.1,-39.1,21.7,2328.0,5,BAL|CHP|FRZ|KVI|LUM|MES,51,45,47,3,0
PDV-02911,Centro-Oeste,MT,Cuiabá,bar premium,B,22.9,22.3,-2.6,22.5,1616.0,5,BAL|FRZ,78,77,47,1,0
PDV-02088,Sul,PR,Maringá,bar premium,C,11.5,8.3,-27.8,15.8,652.0,4,CHP|MES,33,16,47,2,1
PDV-01112,Sudeste,RJ,Petrópolis,bar premium,B,33.0,29.0,-12.1,30.5,1369.0,5,BAL|KVI,53,45,47,1,0
PDV-00927,Sudeste,SP,Ribeirão Preto,pub,B,50.5,36.4,-27.9,22.0,1300.0,5,BAL|FRZ,87,69,47,3,0
PDV-01710,Sudeste,SP,São Paulo,gastrobar,B,46.5,25.7,-44.7,27.9,1397.0,3,BAL|CHP,57,33,47,4,1
PDV-03201,Centro-Oeste,GO,Goiânia,gastrobar,A,96.3,57.0,-40.8,25.5,2256.0,6,BAL|CHP|FRZ|KVI|MES,62,56,30,3,1
PDV-01213,Sudeste,MG,Juiz de Fora,gastrobar,A,140.8,81.4,-42.2,33.0,2060.0,6,BAL|CHP|FRZ|KVI|LUM|MES,51,41,47,5,0
PDV-02599,Sul,RS,Porto Alegre,restaurante,A,115.4,102.8,-10.9,32.8,2324.0,7,BAL|CHP|FRZ|KVI|LUM|MES,71,59,47,1,1
PDV-03447,Nordeste,PE,Olinda,gastrobar,B,23.3,26.1,12.0,34.1,1331.0,6,CHP|MES,83,72,47,0,0
PDV-02749,Sul,PR,Londrina,restaurante,B,51.0,49.9,-2.2,21.7,1180.0,6,FRZ|KVI,45,41,47,1,0
PDV-02403,Sul,RS,Porto Alegre,choperia,B,25.1,27.5,9.6,15.2,1332.0,4,BAL|KVI,72,56,47,0,1
PDV-02425,Sul,RS,Caxias do Sul,gastrobar,B,50.5,50.6,0.2,19.4,1330.0,6,BAL|CHP|LUM,61,57,41,0,0
PDV-01442,Sudeste,SP,São Paulo,restaurante,C,8.5,6.0,-29.4,13.7,689.0,4,LUM,75,70,47,3,0
PDV-00819,Sudeste,SP,Santos,gastrobar,A,205.6,194.6,-5.4,23.9,2254.0,7,BAL|FRZ|KVI|LUM|MES,78,74,40,1,0
PDV-01568,Sudeste,ES,Vitória,gastrobar,B,33.3,15.4,-53.8,15.5,1359.0,5,CHP|LUM,37,23,47,3,1
PDV-00697,Sudeste,MG,Belo Horizonte,bar premium,C,8.5,7.7,-9.4,3.0,601.0,4,BAL|FRZ,43,27,45,1,0
PDV-00297,Sudeste,SP,Campinas,pub,B,28.4,17.1,-39.8,24.7,1276.0,4,BAL|KVI,52,38,47,5,1
PDV-02714,Sul,PR,Londrina,bar premium,B,33.1,17.3,-47.7,22.5,1301.0,2,BAL|KVI|LUM,48,35,47,4,0
PDV-02377,Sul,PR,Curitiba,gastrobar,C,11.7,10.6,-9.4,20.7,697.0,1,FRZ|KVI,46,33,47,2,1
PDV-02669,Sul,PR,Curitiba,restaurante,C,10.6,11.2,5.7,7.7,848.0,3,BAL|CHP,56,47,47,1,1
PDV-00500,Sudeste,MG,Juiz de Fora,gastrobar,C,13.0,13.2,1.5,13.5,704.0,1,BAL|FRZ|MES,69,58,47,1,1
PDV-01962,Sudeste,ES,Vitória,restaurante,B,31.9,29.3,-8.2,22.0,873.0,4,KVI|LUM,74,63,47,2,1
PDV-00688,Sudeste,SP,Ribeirão Preto,rooftop,B,18.8,12.9,-31.4,24.0,914.0,3,CHP|FRZ|LUM,66,53,17,3,0
PDV-00748,Sudeste,RJ,Rio de Janeiro,bar premium,B,54.5,27.7,-49.2,18.0,1117.0,3,LUM|MES,61,43,47,5,0
PDV-01763,Sudeste,SP,São Paulo,bar premium,C,32.2,14.2,-55.9,4.7,694.0,4,CHP|MES,58,43,47,5,0
PDV-00736,Sudeste,SP,Campinas,bar premium,C,14.0,13.1,-6.4,8.4,559.0,2,FRZ|KVI,72,61,47,0,1
PDV-02113,Sul,RS,Caxias do Sul,rooftop,B,37.8,35.6,-5.8,16.6,1353.0,3,CHP|KVI|LUM|MES,55,44,30,0,0
PDV-00980,Sudeste,SP,Ribeirão Preto,bar premium,C,7.8,6.5,-16.7,24.4,754.0,4,FRZ|MES,74,66,47,2,0
PDV-02383,Sul,RS,Caxias do Sul,restaurante,B,25.1,15.4,-38.6,33.6,1097.0,3,BAL|MES,47,29,47,3,0
PDV-00684,Sudeste,RJ,Rio de Janeiro,restaurante,B,23.5,19.4,-17.4,12.8,1306.0,3,FRZ|LUM,89,85,47,1,1
PDV-01029,Sudeste,SP,Ribeirão Preto,pub,A,115.7,103.6,-10.5,29.9,3093.0,6,CHP|FRZ|KVI|LUM,67,50,47,1,1
PDV-00087,Sudeste,RJ,Rio de Janeiro,rooftop,B,27.2,26.0,-4.4,25.8,1073.0,5,BAL|KVI|LUM,51,39,47,0,1
PDV-03568,Nordeste,PE,Recife,bar premium,A,66.4,77.1,16.1,29.3,2276.0,8,BAL|KVI|LUM,72,62,47,0,1
PDV-03352,Centro-Oeste,DF,Brasília,rooftop,B,57.2,56.8,-0.7,23.7,1235.0,5,BAL|MES,69,57,47,1,0
PDV-03142,Centro-Oeste,MT,Cuiabá,bar premium,B,21.6,18.6,-13.9,27.7,1450.0,4,CHP|LUM,61,50,39,1,1
PDV-00546,Sudeste,MG,Uberlândia,pub,C,7.7,7.6,-1.3,22.1,630.0,4,CHP|KVI,65,53,47,0,1
PDV-02803,Sul,RS,Pelotas,bar premium,C,3.7,3.5,-5.4,12.6,588.0,3,KVI|LUM|MES,71,56,47,2,1
PDV-02837,Sul,SC,Balneário Camboriú,bar premium,B,34.5,34.2,-0.9,22.7,1188.0,5,BAL|CHP|FRZ|MES,56,36,12,0,0
PDV-03776,Nordeste,RN,Natal,bar premium,B,24.6,24.0,-2.4,11.1,890.0,4,FRZ|MES,59,45,47,1,0
PDV-01298,Sudeste,SP,São Paulo,pub,A,79.7,68.8,-13.7,29.2,2428.0,6,CHP|FRZ|KVI|LUM|MES,61,49,27,1,0
PDV-00081,Sudeste,SP,São José dos Campos,restaurante,B,25.2,24.4,-3.2,19.9,1271.0,4,CHP|FRZ|KVI|LUM,69,66,47,0,0
PDV-03486,Nordeste,CE,Juazeiro do Norte,gastrobar,C,28.4,35.4,24.6,8.6,529.0,4,BAL|CHP|KVI,72,71,47,0,0
PDV-01198,Sudeste,RJ,Niterói,gastrobar,C,19.5,15.4,-21.0,17.2,812.0,5,LUM|MES,69,66,38,2,0
PDV-03613,Nordeste,BA,Feira de Santana,gastrobar,C,4.0,4.8,20.0,22.1,750.0,3,FRZ,82,61,26,0,0
PDV-03590,Nordeste,BA,Feira de Santana,gastrobar,B,60.1,66.4,10.5,31.4,1190.0,3,LUM|MES,47,34,47,1,0
PDV-00527,Sudeste,MG,Juiz de Fora,restaurante,C,13.7,11.2,-18.2,10.9,851.0,3,BAL|LUM,73,62,47,0,0
PDV-01960,Sudeste,ES,Vitória,choperia,A,103.7,61.8,-40.4,28.7,2737.0,4,BAL|CHP|FRZ|KVI|LUM|MES,57,41,47,3,1
PDV-02903,Centro-Oeste,MT,Cuiabá,choperia,A,218.2,218.2,0.0,26.8,2127.0,9,BAL|CHP|MES,75,77,44,0,1
PDV-00170,Sudeste,SP,Santos,bar premium,A,131.0,121.0,-7.6,26.1,2677.0,7,BAL|CHP|FRZ,75,81,39,0,1
PDV-01785,Sudeste,SP,São Paulo,bar premium,C,12.3,8.4,-31.7,27.6,471.0,3,FRZ,42,41,47,2,0
PDV-03622,Nordeste,CE,Juazeiro do Norte,gastrobar,C,11.3,13.1,15.9,21.4,629.0,1,MES,30,17,47,0,1
PDV-01701,Sudeste,SP,Ribeirão Preto,gastrobar,B,36.6,34.9,-4.6,13.2,1208.0,3,BAL|CHP|KVI|MES,55,44,47,1,0
PDV-03382,Centro-Oeste,DF,Brasília,bar premium,C,9.4,8.5,-9.6,17.3,850.0,3,CHP|LUM,55,53,47,2,1
PDV-00433,Sudeste,SP,Ribeirão Preto,pub,A,143.4,92.5,-35.5,23.9,2588.0,5,BAL|FRZ|KVI|LUM|MES,87,84,22,3,1
PDV-00121,Sudeste,MG,Uberlândia,restaurante,A,183.9,174.0,-5.4,36.9,2063.0,5,BAL|CHP|FRZ|KVI|LUM|MES,51,26,45,0,1
PDV-02789,Sul,SC,Florianópolis,gastrobar,A,91.0,92.9,2.1,26.2,2436.0,8,BAL|CHP|FRZ|KVI|LUM|MES,51,45,47,1,0
PDV-00879,Sudeste,SP,Ribeirão Preto,restaurante,C,14.7,14.4,-2.0,13.4,689.0,1,CHP|FRZ|LUM,68,61,47,1,0
PDV-01621,Sudeste,SP,São Paulo,bar premium,B,58.4,53.4,-8.6,24.1,1135.0,5,BAL|FRZ|KVI|MES,75,71,47,1,0
PDV-00090,Sudeste,SP,São Paulo,choperia,A,63.5,39.1,-38.4,21.3,2462.0,7,BAL|FRZ|MES,49,43,9,4,1
PDV-00131,Sudeste,ES,Vitória,pub,B,38.9,33.4,-14.1,16.5,1087.0,5,BAL|KVI,57,60,20,2,1
PDV-03045,Centro-Oeste,GO,Anápolis,rooftop,B,26.5,23.8,-10.2,25.5,1114.0,4,BAL|CHP|KVI|MES,70,72,47,1,0
PDV-01828,Sudeste,MG,Uberlândia,bar premium,A,124.5,101.4,-18.6,28.0,2331.0,7,BAL|CHP|FRZ|KVI|MES,50,48,47,1,1
PDV-00300,Sudeste,SP,Campinas,gastrobar,A,97.8,70.3,-28.1,29.1,2263.0,6,FRZ|LUM|MES,69,49,47,3,0
PDV-01857,Sudeste,RJ,Niterói,bar premium,B,24.1,25.6,6.2,21.3,1057.0,6,BAL|KVI|LUM|MES,55,46,47,1,0
PDV-03272,Centro-Oeste,MS,Campo Grande,bar premium,B,26.6,27.5,3.4,30.2,1370.0,4,BAL|CHP|KVI|MES,79,76,47,0,0
PDV-00224,Sudeste,SP,São Paulo,restaurante,C,12.9,11.8,-8.5,20.2,613.0,3,CHP,52,41,25,2,0
PDV-00669,Sudeste,SP,Ribeirão Preto,rooftop,B,45.3,24.8,-45.3,24.3,1064.0,2,CHP|FRZ|MES,48,26,47,4,1
PDV-00986,Sudeste,MG,Belo Horizonte,restaurante,A,101.1,61.9,-38.8,34.4,2978.0,4,BAL|CHP|FRZ|KVI|LUM|MES,72,56,47,3,0
PDV-01110,Sudeste,SP,São José dos Campos,restaurante,B,31.0,25.9,-16.5,31.3,1171.0,3,BAL|FRZ|LUM,74,62,47,2,0
PDV-01949,Sudeste,RJ,Rio de Janeiro,pub,C,19.1,9.3,-51.3,15.7,706.0,5,FRZ,61,45,45,4,0
PDV-03616,Nordeste,RN,Natal,bar premium,C,10.3,11.7,13.6,19.6,647.0,3,FRZ|KVI|LUM,52,48,34,0,1
PDV-03777,Nordeste,PE,Recife,gastrobar,A,49.6,57.1,15.1,33.4,2792.0,7,BAL|LUM|MES,83,67,40,1,0
PDV-01964,Sudeste,SP,São José dos Campos,gastrobar,B,25.4,25.3,-0.4,24.9,978.0,4,CHP|FRZ|KVI|LUM,58,56,47,1,1
PDV-01645,Sudeste,RJ,Niterói,restaurante,B,21.6,19.8,-8.3,22.3,1214.0,5,CHP|KVI|MES,61,43,47,0,0
PDV-01981,Sudeste,RJ,Petrópolis,bar premium,B,38.4,22.0,-42.7,28.7,1369.0,4,BAL|CHP|FRZ|LUM,70,61,47,3,0
PDV-03479,Nordeste,BA,Salvador,gastrobar,B,21.2,21.1,-0.5,19.7,1237.0,5,FRZ|LUM,48,34,47,2,0
PDV-01024,Sudeste,MG,Juiz de Fora,bar premium,C,6.0,5.1,-15.0,10.2,586.0,2,BAL|FRZ|LUM,62,58,47,1,0
PDV-03491,Nordeste,PE,Olinda,pub,B,15.3,18.1,18.3,14.3,1272.0,4,CHP|FRZ|LUM|MES,59,58,47,0,1
PDV-02525,Sul,SC,Joinville,bar premium,B,19.4,18.8,-3.1,15.3,1200.0,4,BAL|LUM|MES,73,58,19,0,0
PDV-00041,Sudeste,SP,Campinas,pub,C,15.6,15.8,1.3,15.7,681.0,4,BAL,54,51,47,0,0
PDV-02457,Sul,SC,Florianópolis,bar premium,C,13.7,9.4,-31.4,16.4,676.0,5,BAL,47,37,47,3,1
PDV-01346,Sudeste,SP,São Paulo,pub,C,23.0,16.3,-29.1,13.8,672.0,4,KVI|MES,61,57,47,4,1
PDV-02570,Sul,RS,Porto Alegre,gastrobar,A,61.1,58.9,-3.6,23.6,2413.0,5,BAL|CHP|FRZ|KVI|LUM|MES,68,55,31,2,0
PDV-03725,Nordeste,BA,Salvador,gastrobar,C,13.3,16.4,23.3,19.9,693.0,3,FRZ|LUM|MES,78,67,8,0,1
PDV-03515,Nordeste,BA,Salvador,bar premium,A,90.1,82.4,-8.5,25.8,2387.0,5,BAL|CHP|KVI|LUM,67,49,47,1,0
PDV-02730,Sul,PR,Curitiba,bar premium,A,150.8,164.0,8.8,20.6,2311.0,7,BAL|FRZ|KVI,72,69,47,1,0
PDV-01279,Sudeste,RJ,Rio de Janeiro,choperia,A,84.1,74.6,-11.3,38.3,2447.0,6,BAL|CHP|LUM|MES,75,57,28,0,1
PDV-03760,Nordeste,PE,Olinda,restaurante,B,27.0,21.7,-19.6,35.0,1339.0,4,BAL|FRZ|LUM,56,36,47,3,0
PDV-02184,Sul,SC,Joinville,bar premium,C,15.0,15.2,1.3,12.2,816.0,3,MES,53,45,47,0,1
PDV-00187,Sudeste,SP,Ribeirão Preto,restaurante,C,11.3,5.9,-47.8,14.9,782.0,3,BAL|FRZ|LUM,59,37,47,5,0
PDV-00446,Sudeste,MG,Juiz de Fora,restaurante,B,29.7,24.2,-18.5,17.6,1215.0,4,BAL|KVI|MES,55,49,9,2,1
PDV-01814,Sudeste,MG,Juiz de Fora,bar premium,A,124.7,57.9,-53.6,31.6,2564.0,6,BAL|FRZ|KVI|MES,71,64,47,4,0
PDV-00141,Sudeste,SP,Ribeirão Preto,bar premium,B,37.5,35.5,-5.3,10.3,1130.0,5,CHP|FRZ|MES,87,89,8,0,0
PDV-03747,Nordeste,BA,Feira de Santana,rooftop,B,13.0,15.2,16.9,24.4,1316.0,5,BAL|CHP|LUM,60,53,39,0,1
PDV-01404,Sudeste,SP,Campinas,gastrobar,C,14.5,13.8,-4.8,4.1,863.0,2,FRZ,60,48,47,1,1
PDV-01638,Sudeste,SP,São José dos Campos,rooftop,C,10.8,5.3,-50.9,6.3,832.0,5,MES,51,44,6,4,0
PDV-03306,Centro-Oeste,GO,Goiânia,rooftop,A,75.7,44.9,-40.7,33.9,2267.0,6,CHP|KVI|LUM,54,33,47,3,0
PDV-00065,Sudeste,SP,Santos,pub,A,70.5,64.5,-8.5,25.0,2318.0,7,BAL|CHP|FRZ|KVI|MES,71,62,47,1,0
PDV-02925,Centro-Oeste,DF,Brasília,pub,A,148.9,136.2,-8.5,22.2,2343.0,7,FRZ|KVI|LUM|MES,71,61,47,0,0
PDV-02459,Sul,PR,Londrina,bar premium,C,14.7,12.1,-17.7,20.2,668.0,3,CHP,50,40,47,3,0
PDV-02108,Sul,PR,Curitiba,gastrobar,C,27.0,25.2,-6.7,19.4,632.0,3,CHP|FRZ|KVI,61,48,47,1,0
PDV-03265,Centro-Oeste,DF,Brasília,gastrobar,A,78.0,39.4,-49.5,26.1,2354.0,5,CHP|FRZ|KVI|LUM,53,30,15,4,1
PDV-00919,Sudeste,SP,Santos,bar premium,A,78.9,57.8,-26.7,33.5,2507.0,6,BAL|CHP|FRZ,73,54,47,2,1
PDV-01237,Sudeste,SP,Ribeirão Preto,gastrobar,B,43.7,35.0,-19.9,29.4,1413.0,3,CHP|FRZ|LUM|MES,63,66,43,0,0
PDV-00317,Sudeste,SP,Santos,bar premium,B,25.1,20.9,-16.7,24.1,1182.0,4,BAL|MES,38,28,47,2,0
PDV-00942,Sudeste,RJ,Petrópolis,bar premium,B,37.3,35.5,-4.8,12.9,1336.0,5,CHP|FRZ|MES,55,42,18,0,1
PDV-02160,Sul,SC,Balneário Camboriú,gastrobar,C,15.7,16.4,4.5,18.4,732.0,2,MES,48,36,47,0,0
PDV-01950,Sudeste,ES,Vila Velha,bar premium,B,31.3,25.1,-19.8,25.4,1220.0,5,BAL|FRZ|KVI,33,33,11,2,0
PDV-01941,Sudeste,SP,São Paulo,gastrobar,B,41.2,20.4,-50.5,29.9,1341.0,4,FRZ|KVI|MES,66,52,18,5,0
PDV-00262,Sudeste,SP,Ribeirão Preto,bar premium,C,14.8,10.6,-28.4,18.8,729.0,4,CHP|FRZ|MES,39,28,39,2,0
PDV-01034,Sudeste,MG,Uberlândia,bar premium,C,11.9,9.7,-18.5,11.6,640.0,3,BAL|CHP|KVI,57,45,47,3,1
PDV-00967,Sudeste,SP,Campinas,bar premium,C,12.9,7.3,-43.4,7.2,721.0,5,BAL|LUM|MES,80,69,47,5,0
PDV-00678,Sudeste,SP,Ribeirão Preto,bar premium,A,137.7,135.8,-1.4,25.4,2421.0,7,BAL|CHP|FRZ|LUM|MES,67,63,47,1,1
PDV-03086,Centro-Oeste,DF,Brasília,restaurante,C,7.4,5.8,-21.6,26.1,777.0,3,BAL|CHP,59,70,47,2,0
PDV-01135,Sudeste,SP,Campinas,restaurante,C,20.6,19.9,-3.4,12.1,831.0,2,CHP|FRZ|MES,74,60,47,1,0
PDV-02182,Sul,RS,Caxias do Sul,bar premium,C,5.4,2.9,-46.3,18.3,683.0,5,FRZ,73,57,46,3,0
PDV-00882,Sudeste,MG,Uberlândia,gastrobar,B,33.3,29.2,-12.3,22.4,1072.0,3,BAL|FRZ|KVI|MES,67,62,47,0,0
PDV-02402,Sul,PR,Curitiba,bar premium,A,114.8,113.5,-1.1,24.0,2250.0,7,BAL|CHP|FRZ|KVI|LUM|MES,51,41,47,0,1
PDV-02608,Sul,PR,Maringá,choperia,B,45.9,50.1,9.2,18.8,1219.0,6,BAL|FRZ|KVI|LUM,66,58,11,0,1
